177,55,109,173
176,55,107,172
176,56,103,171
179,56,96,171
183,54,90,174
183,53,85,174
184,54,80,173
186,52,79,174
186,56,77,170
186,56,72,170
188,60,75,167
188,64,69,162
189,67,72,160
190,70,68,157
194,73,69,154
192,77,74,153
192,78,75,152
192,82,76,148
193,81,80,149
193,80,77,150
194,82,75,148
193,82,76,148
191,81,80,149
190,81,84,149
190,80,86,148
190,79,89,149
192,75,91,154
191,76,94,154
190,75,98,155
189,72,102,157
188,69,104,158
190,68,103,161
190,67,104,162
190,68,103,161
191,65,101,165
192,63,100,166
192,61,98,169
194,61,94,168
193,60,95,170
192,58,94,171
190,56,95,173
192,53,94,176
191,52,94,177
191,51,91,178
191,52,91,177
191,48,90,182
192,50,89,179
194,48,88,183
191,48,91,181
193,47,87,183
192,47,91,183
193,46,88,184
193,47,89,184
193,47,89,184
195,47,87,184
194,51,87,180
195,48,78,184
197,48,75,183
204,51,71,181
210,55,65,177
208,56,75,173
208,58,76,173
204,60,83,172
206,60,81,172
203,64,87,169
203,65,87,166
201,66,92,165
200,67,96,166
198,67,97,167
196,68,100,167
196,68,99,167
195,68,102,168
193,69,101,167
192,71,98,168
191,70,99,167
192,70,96,169
195,71,91,169
197,70,96,171
196,69,100,173
198,70,104,170
207,69,100,172
205,68,106,174
200,67,116,177
206,65,112,178
210,65,111,179
210,63,115,181
210,61,117,184
206,58,133,189
211,55,129,192
213,51,125,197
210,49,146,200
222,46,127,204
222,43,138,208
248,41,97,210
238,35,110,217
242,26,107,225
248,19,106,233
258,17,106,235
260,10,104,243
263,10,101,243
265,10,95,243
262,11,92,242
258,16,91,237
253,18,88,235
247,23,88,229
243,32,90,220
238,35,89,217
228,35,98,217
220,35,102,216
213,36,108,215
202,37,104,214
192,37,112,214
181,38,118,206
171,39,115,204
160,41,119,206
150,42,122,203
145,43,132,198
136,43,137,198
135,42,134,199
130,42,137,200
130,43,135,197
130,44,133,195
131,44,129,200
130,45,128,198
130,46,130,196
129,48,130,195
122,48,138,194
119,49,141,192
123,50,137,191
119,51,143,190
121,52,137,189
120,54,138,188
124,54,135,188
124,56,137,186
126,56,133,186
127,59,135,183
127,59,134,183
126,60,134,182
127,61,125,181
128,61,125,180
125,61,131,181
131,57,126,185
133,57,116,185
135,54,115,188
139,49,111,193
143,45,105,197
140,43,108,199
145,41,104,201
145,38,100,204
144,38,102,204
146,36,99,206
151,36,92,207
155,37,87,205
158,44,82,198
157,52,83,190
153,62,87,181
150,72,90,170
149,82,91,160
148,90,92,152
145,94,97,146
145,96,99,144
144,98,102,141
145,102,103,136
145,103,91,137
139,101,99,140
135,97,99,144
133,100,102,141
129,99,104,143
132,98,97,146
138,98,93,147
145,94,85,150
149,91,79,153
155,87,70,153
159,90,64,154
155,87,71,158
152,85,76,158
159,81,73,162
159,83,80,159
156,82,94,157
160,85,102,152
159,89,109,144
161,86,117,149
161,91,124,143
166,95,122,139
170,92,121,142
175,97,114,136
188,95,76,139
194,94,67,138
200,96,57,136
206,95,58,138
209,94,55,135
215,95,54,135
222,91,50,138
212,92,66,137
220,91,69,137
212,88,82,139
212,85,87,141
218,82,87,143
228,78,79,146
228,77,78,147
225,73,78,151
222,72,76,151
219,71,74,151
217,72,70,149
214,72,67,147
208,72,68,147
203,75,66,143
204,79,59,137
202,83,58,134
201,87,54,128
199,87,52,128
197,94,54,120
198,98,53,115
196,99,50,115
197,103,52,110
192,106,54,107
192,106,56,106
192,106,59,106
189,105,66,107
189,104,68,107
188,103,67,108
189,102,67,109
188,103,69,108
186,104,69,107
185,104,67,106
183,104,68,107
184,106,63,105
183,105,62,107
185,107,57,105
182,109,61,104
183,107,60,106
183,107,61,107
182,105,62,110
182,106,61,112
182,107,60,111
178,109,62,108
173,112,72,106
171,111,82,108
176,112,76,106
184,112,70,107
179,112,86,108
177,113,88,106
177,113,93,106
180,110,92,109
190,110,85,110
191,109,86,111
193,108,84,110
194,105,81,113
194,104,79,113
193,100,73,116
194,98,65,121
193,89,59,129
192,87,56,131
192,71,56,147
189,53,53,161
194,55,46,157
190,50,50,162
195,48,44,167
194,50,40,163
181,58,49,156
188,61,43,151
190,63,46,150
189,64,49,145
190,68,52,142
193,68,53,142
199,72,59,134
197,73,73,133
199,72,76,134
196,74,76,131
200,73,80,133
202,74,85,129
205,73,85,130
209,72,94,128
212,73,99,129
215,71,103,130
223,69,98,133
231,68,93,134
239,68,90,134
242,64,89,138
241,61,92,139
243,61,89,139
241,61,91,140
249,61,86,138
256,63,80,134
259,64,76,134
260,63,74,135
261,64,70,134
262,63,73,137
263,62,76,138
266,59,76,142
265,55,81,147
268,48,79,155
267,34,79,170
265,29,79,177
265,20,77,186
264,14,75,194
263,22,75,190
260,17,72,199
254,16,75,198
245,10,83,206
233,10,94,209
224,15,103,206
212,15,110,209
209,23,105,198
203,32,131,197
192,35,148,197
185,41,162,197
177,44,175,200
165,40,192,212
152,40,207,219
141,39,207,224
129,32,225,235
96,30,255,239
94,27,227,242
88,24,223,244
69,16,243,253
61,9,251,260
46,1,261,268
35,1,281,267
27,1,280,267
26,1,273,267
23,1,288,267
20,1,289,267
24,1,286,267
25,1,283,267
31,1,271,267
44,8,261,260
49,14,247,254
53,27,229,241
58,36,208,232
55,41,202,227
46,48,190,220
37,54,178,214
32,59,178,209
31,67,164,201
31,73,151,195
37,74,137,194
43,80,135,188
43,81,132,187
61,87,117,181
63,87,115,181
55,93,121,163
54,91,122,166
53,92,124,154
52,93,125,155
57,94,123,145
59,90,122,149
69,86,117,146
69,84,115,148
87,80,99,146
86,80,100,147
99,77,87,145
99,75,89,147
93,78,94,140
95,83,90,135
90,81,96,133
90,81,96,130
88,80,103,128
89,80,102,130
90,81,101,127
91,76,103,133
94,81,102,126
94,78,104,129
104,78,94,125
104,85,95,118
110,86,88,122
111,84,85,118
109,88,85,113
112,84,83,117
111,84,85,118
111,85,86,119
113,81,87,122
115,84,85,119
121,76,82,126
117,78,87,123
119,77,88,124
120,76,88,126
122,79,89,123
130,79,80,122
137,80,73,121
135,83,75,118
138,86,80,116
137,86,81,116
145,86,86,117
145,87,86,115
140,86,105,117
139,86,98,117
138,81,105,123
138,81,105,123
137,79,103,127
137,79,103,127
141,77,99,130
141,77,99,130
147,76,93,131
147,76,93,131
156,72,81,137
156,72,81,137
168,48,67,161
